0,Male,19 to 29 years,High School,"$25,000 - $50,000",Asia,6,7,6,7,6,6,7,6,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,7,6,7,6,7,6,6,7,6,6,7,6,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,7,6,7,6,7,6,7,6,7,6,7
1,Male,50 to 59 years,Bachelor's Degree,"$50,000 - $100,000",South America,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,5,6,5,4,5,6,4,5,4,5,4,5,5,5,5,6,4,6,4,5,5,5,4,4,5,5,4,4,4,5,4,5,4,4,4,4,5,4,5,4,3,5,4,5,4,3,5,3,3,4,5,3,5,4,5,3
2,Female,19 to 29 years,Bachelor's Degree,"$50,000 - $100,000",Asia,6,7,6,7,7,6,7,6,6,7,7,6,7,6,7,7,"",6,7,7,7,6,7,5,7,6,6,7,7,7,6,7,7,6,7,7,6,7,7,7,6,7,6,7,7,6,6,5,6,6,7,6,7,7,6,7,6,6,6,7,7,6,6,7,6,7,7,7,6,6,7
3,Male,30 to 39 years,Bachelor's Degree,"$50,000 - $100,000",North America/Central America,6,5,6,5,5,5,6,5,5,6,5,5,5,5,6,5,6,5,5,6,5,6,5,6,6,7,6,6,5,6,5,6,5,5,5,6,6,6,5,4,5,6,6,5,5,6,6,5,6,6,6,5,6,5,6,6,5,6,6,6,5,6,6,5,6,5,6,6,5,5,6
4,Female,40 to 49 years,Bachelor's Degree,"Less than $25,000",Europe,7,6,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,6,5,7,7,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,7,6,7,6,6,7,6,7
