"Date","Price","Open","High","Low","Vol.","Change %"
"10/29/2013","3,885.1","3,860.2","3,885.1","3,860.2","647.09K","0.65%"
"10/28/2013","3,860.2","3,885.1","3,885.1","3,860.2","501.21K","-0.64%"
"10/25/2013","3,885.1","3,885.1","3,910.0","3,860.2","358.17K","0.00%"
"10/24/2013","3,885.1","3,885.1","3,910.0","3,860.2","843.01K","0.00%"
"10/23/2013","3,885.1","3,885.1","3,885.1","3,860.2","263.80K","0.00%"
"10/22/2013","3,885.1","3,910.0","3,910.0","3,860.2","661.79K","-0.64%"
"10/21/2013","3,910.0","3,910.0","3,910.0","3,885.1","572.69K","0.00%"
"10/18/2013","3,910.0","3,885.1","3,910.0","3,885.1","175.84K","0.00%"
"10/17/2013","3,910.0","3,910.0","3,959.8","3,910.0","467.93K","-0.63%"
"10/16/2013","3,934.9","3,934.9","3,959.8","3,885.1","593.16K","0.00%"
"10/15/2013","3,934.9","3,885.1","3,934.9","3,885.1","729.17K","0.64%"
"10/14/2013","3,910.0","3,934.9","3,934.9","3,910.0","1.11M","0.00%"
"10/11/2013","3,910.0","3,910.0","3,910.0","3,885.1","273.77K","0.00%"
"10/10/2013","3,910.0","3,910.0","3,934.9","3,885.1","625.78K","-0.63%"
"10/09/2013","3,934.9","3,885.1","3,934.9","3,885.1","611.73K","1.28%"
"10/08/2013","3,885.1","3,860.2","3,910.0","3,860.2","732.23K","-0.64%"
"10/07/2013","3,910.0","3,885.1","3,910.0","3,860.2","399.55K","0.64%"
"10/04/2013","3,885.1","3,860.2","3,885.1","3,860.2","398.19K","-0.64%"
"10/03/2013","3,910.0","3,885.1","3,910.0","3,860.2","289.37K","0.64%"
"10/02/2013","3,885.1","3,910.0","3,910.0","3,885.1","414.64K","-0.64%"
"10/01/2013","3,910.0","3,885.1","3,934.9","3,860.2","601.54K","1.29%"
"09/30/2013","3,860.2","3,860.2","3,885.1","3,860.2","346.05K","0.00%"
"09/27/2013","3,860.2","3,860.2","3,885.1","3,835.3","901.17K","0.00%"
"09/26/2013","3,860.2","3,860.2","3,885.1","3,860.2","303.63K","0.00%"
"09/25/2013","3,860.2","3,860.2","3,885.1","3,860.2","588.39K","0.00%"
"09/24/2013","3,860.2","3,835.3","3,860.2","3,835.3","1.25M","0.65%"
"09/23/2013","3,835.3","3,835.3","3,860.2","3,835.3","2.81M","-0.65%"
"09/20/2013","3,860.2","3,835.3","3,860.2","3,835.3","677.44K","0.65%"
"09/19/2013","3,835.3","3,835.3","3,860.2","3,835.3","1.22M","0.00%"
"09/18/2013","3,835.3","3,835.3","3,860.2","3,835.3","735.83K","0.00%"
"09/17/2013","3,835.3","3,835.3","3,860.2","3,835.3","591.84K","0.00%"
"09/16/2013","3,835.3","3,835.3","3,860.2","3,835.3","288.32K","0.00%"
"09/13/2013","3,835.3","3,835.3","3,860.2","3,835.3","204.93K","0.65%"
"09/12/2013","3,810.4","3,860.2","3,860.2","3,810.4","771.26K","-1.29%"
"09/11/2013","3,860.2","3,835.3","3,860.2","3,835.3","274.84K","0.65%"
"09/10/2013","3,835.3","3,810.4","3,860.2","3,735.7","106.56K","0.65%"
"09/09/2013","3,810.4","3,860.2","3,860.2","3,810.4","649.27K","-0.65%"
"09/06/2013","3,835.3","3,835.3","3,835.3","3,810.4","214.15K","0.65%"
"09/05/2013","3,810.4","3,810.4","3,835.3","3,810.4","465.18K","0.66%"
"09/04/2013","3,785.5","3,810.4","3,835.3","3,785.5","292.96K","-0.65%"
"09/03/2013","3,810.4","3,760.6","3,810.4","3,760.6","202.33K","-0.65%"
"08/30/2013","3,835.3","3,785.5","3,835.3","3,785.5","752.54K","1.32%"
"08/29/2013","3,785.5","3,810.4","3,810.4","3,760.6","1.41M","0.00%"
"08/28/2013","3,785.5","3,835.3","3,860.2","3,760.6","1.16M","-1.94%"
"08/27/2013","3,860.2","3,860.2","3,860.2","3,860.2","314.05K","0.00%"
"08/26/2013","3,860.2","3,835.3","3,885.1","3,835.3","219.27K","0.00%"
"08/23/2013","3,860.2","3,885.1","3,885.1","3,486.6","949.10K","0.00%"
"08/22/2013","3,860.2","3,885.1","3,910.0","3,860.2","727.83K","-0.64%"
