"Date","Price","Open","High","Low","Vol.","Change %"
"12/14/2015","11,700.0","11,900.0","11,900.0","11,500.0","669.64K","-2.50%"
"12/11/2015","12,000.0","11,500.0","12,000.0","11,400.0","1.14M","6.19%"
"12/10/2015","11,300.0","10,900.0","11,400.0","10,900.0","954.00K","4.63%"
"12/09/2015","10,800.0","11,300.0","11,300.0","10,800.0","1.88M","-5.26%"
"12/08/2015","11,400.0","11,000.0","11,400.0","10,900.0","267.36K","3.64%"
"12/07/2015","11,000.0","11,300.0","11,400.0","11,000.0","972.49K","-3.51%"
"12/04/2015","11,400.0","11,500.0","11,600.0","11,200.0","621.81K","-0.87%"
"12/03/2015","11,500.0","11,200.0","11,600.0","11,200.0","883.16K","2.68%"
"12/02/2015","11,200.0","10,800.0","11,200.0","10,800.0","652.48K","2.75%"
"12/01/2015","10,900.0","11,000.0","11,200.0","10,800.0","1.10M","-0.91%"
"11/30/2015","11,000.0","11,600.0","11,600.0","10,900.0","1.20M","-5.98%"
"11/27/2015","11,700.0","11,700.0","11,800.0","11,500.0","428.23K","-0.85%"
"11/26/2015","11,800.0","12,000.0","12,000.0","11,700.0","465.74K","-2.48%"
"11/25/2015","12,100.0","12,300.0","12,300.0","12,100.0","509.99K","-1.63%"
"11/24/2015","12,300.0","12,500.0","12,500.0","12,300.0","277.40K","-0.81%"
"11/23/2015","12,400.0","12,300.0","12,500.0","12,300.0","468.32K","0.81%"
"11/20/2015","12,300.0","12,200.0","12,400.0","12,200.0","227.07K","0.82%"
"11/19/2015","12,200.0","12,500.0","12,500.0","12,200.0","182.65K","-0.81%"
"11/18/2015","12,300.0","12,500.0","12,500.0","12,300.0","254.49K","-1.60%"
"11/17/2015","12,500.0","12,500.0","12,600.0","12,400.0","218.50K","0.00%"
"11/16/2015","12,500.0","12,600.0","12,700.0","12,500.0","265.23K","0.00%"
"11/13/2015","12,500.0","12,300.0","12,700.0","12,300.0","348.77K","1.63%"
"11/12/2015","12,300.0","12,400.0","12,600.0","12,200.0","700.99K","-3.15%"
"11/11/2015","12,700.0","12,800.0","12,900.0","12,700.0","192.84K","-0.78%"
"11/10/2015","12,800.0","12,900.0","12,900.0","12,700.0","384.38K","-0.78%"
"11/09/2015","12,900.0","13,000.0","13,000.0","12,800.0","328.07K","0.00%"
"11/06/2015","12,900.0","12,900.0","13,100.0","12,900.0","303.76K","0.00%"
"11/05/2015","12,900.0","13,100.0","13,100.0","12,900.0","376.87K","-1.53%"
"11/04/2015","13,100.0","13,200.0","13,300.0","13,100.0","364.34K","-0.76%"
"11/03/2015","13,200.0","13,400.0","13,400.0","13,200.0","261.83K","0.00%"
"11/02/2015","13,200.0","13,500.0","13,500.0","13,200.0","356.92K","-2.94%"
"10/30/2015","13,600.0","13,600.0","13,700.0","13,300.0","669.01K","-0.73%"
"10/29/2015","13,700.0","13,500.0","13,700.0","13,100.0","1.05M","1.48%"
"10/28/2015","13,500.0","13,700.0","13,900.0","13,500.0","534.76K","-1.46%"
"10/27/2015","13,700.0","14,000.0","14,100.0","13,600.0","836.20K","-2.84%"
"10/26/2015","14,100.0","14,500.0","14,500.0","14,100.0","434.05K","-1.40%"
"10/23/2015","14,300.0","14,500.0","14,600.0","14,300.0","176.09K","-0.69%"
"10/22/2015","14,400.0","14,100.0","14,700.0","14,100.0","751.46K","2.13%"
"10/21/2015","14,100.0","14,200.0","14,400.0","14,100.0","423.80K","-0.70%"
"10/20/2015","14,200.0","14,500.0","14,600.0","14,200.0","675.58K","-3.40%"
"10/19/2015","14,700.0","14,800.0","14,900.0","14,700.0","494.22K","-0.68%"
"10/16/2015","14,800.0","14,500.0","15,200.0","14,000.0","1.69M","9.32%"
"10/15/2015","13,538.0","13,923.0","13,923.0","13,538.0","984.56K","-1.12%"
"10/14/2015","13,692.0","14,000.0","14,000.0","13,692.0","663.31K","-1.66%"
"10/13/2015","13,923.0","14,000.0","14,000.0","13,846.0","559.30K","-0.55%"
"10/12/2015","14,000.0","13,846.0","14,077.0","13,692.0","987.91K","0.55%"
"10/09/2015","13,923.0","14,000.0","14,231.0","13,923.0","886.82K","0.56%"
"10/08/2015","13,846.0","13,385.0","13,846.0","13,385.0","1.34M","2.85%"
"10/07/2015","13,462.0","13,154.0","13,538.0","13,077.0","1.58M","3.55%"
