"Date","Price","Open","High","Low","Vol.","Change %"
"11/23/2023","40,500.0","41,000.0","41,150.0","40,500.0","292.70K","-0.86%"
"11/22/2023","40,850.0","40,800.0","40,950.0","40,500.0","242.70K","0.12%"
"11/21/2023","40,800.0","41,000.0","41,000.0","40,750.0","212.00K","0.00%"
"11/20/2023","40,800.0","40,400.0","41,050.0","40,400.0","246.30K","-0.12%"
"11/17/2023","40,850.0","41,700.0","41,850.0","40,850.0","407.80K","-1.09%"
"11/16/2023","41,300.0","40,900.0","41,700.0","40,900.0","483.50K","0.98%"
"11/15/2023","40,900.0","41,350.0","41,500.0","40,800.0","556.20K","0.25%"
"11/14/2023","40,800.0","40,650.0","41,000.0","40,450.0","295.80K","0.62%"
"11/13/2023","40,550.0","40,600.0","40,800.0","40,400.0","143.30K","-0.12%"
"11/10/2023","40,600.0","40,900.0","40,950.0","40,600.0","247.10K","-0.98%"
"11/09/2023","41,000.0","41,050.0","41,500.0","41,000.0","394.00K","0.00%"
"11/08/2023","41,000.0","40,400.0","41,000.0","40,000.0","352.50K","1.49%"
"11/07/2023","40,400.0","40,600.0","40,650.0","40,300.0","162.20K","-0.74%"
"11/06/2023","40,700.0","40,500.0","40,850.0","40,400.0","191.80K","0.74%"
"11/03/2023","40,400.0","40,600.0","40,750.0","40,200.0","196.60K","-0.49%"
"11/02/2023","40,600.0","39,350.0","40,600.0","39,100.0","488.10K","4.10%"
"11/01/2023","39,000.0","39,000.0","39,500.0","38,600.0","255.80K","0.26%"
"10/31/2023","38,900.0","39,500.0","39,600.0","38,900.0","373.70K","-0.64%"
"10/30/2023","39,150.0","39,500.0","39,700.0","39,000.0","155.40K","-0.89%"
"10/27/2023","39,500.0","39,100.0","39,600.0","39,000.0","460.80K","1.15%"
"10/26/2023","39,050.0","40,300.0","40,500.0","38,800.0","646.50K","-4.41%"
"10/25/2023","40,850.0","40,750.0","41,100.0","40,750.0","154.10K","0.25%"
"10/24/2023","40,750.0","40,750.0","40,800.0","40,300.0","128.50K","0.62%"
"10/23/2023","40,500.0","41,000.0","41,000.0","40,300.0","202.10K","-1.22%"
"10/20/2023","41,000.0","40,250.0","41,150.0","40,150.0","210.80K","1.99%"
"10/19/2023","40,200.0","40,600.0","40,900.0","40,200.0","342.30K","-1.59%"
"10/18/2023","40,850.0","41,550.0","41,600.0","40,500.0","467.10K","-1.68%"
"10/17/2023","41,550.0","41,750.0","42,050.0","41,550.0","173.60K","-0.24%"
"10/16/2023","41,650.0","42,300.0","42,300.0","41,300.0","331.20K","-1.54%"
"10/13/2023","42,300.0","42,600.0","42,600.0","42,000.0","210.40K","-0.82%"
"10/12/2023","42,650.0","42,700.0","42,800.0","42,550.0","239.80K","0.12%"
"10/11/2023","42,600.0","42,400.0","42,700.0","42,400.0","121.70K","0.12%"
"10/10/2023","42,550.0","42,450.0","42,750.0","42,250.0","258.60K","0.83%"
"10/09/2023","42,200.0","42,000.0","42,300.0","41,850.0","222.60K","0.72%"
"10/06/2023","41,900.0","41,900.0","42,150.0","41,500.0","245.10K","0.00%"
"10/05/2023","41,900.0","42,500.0","42,500.0","41,900.0","174.80K","-0.36%"
"10/04/2023","42,050.0","41,600.0","42,400.0","41,500.0","378.30K","0.48%"
"10/03/2023","41,850.0","42,050.0","42,350.0","41,800.0","647.90K","-0.95%"
"10/02/2023","42,250.0","42,550.0","42,550.0","42,100.0","223.30K","0.24%"
"09/29/2023","42,150.0","42,500.0","42,650.0","42,150.0","231.80K","-0.59%"
"09/28/2023","42,400.0","42,300.0","42,550.0","42,150.0","481.20K","0.00%"
"09/27/2023","42,400.0","42,000.0","42,400.0","41,900.0","461.50K","0.95%"
"09/26/2023","42,000.0","42,000.0","42,850.0","41,700.0","1.15M","-0.47%"
"09/25/2023","42,200.0","43,700.0","44,000.0","42,200.0","748.80K","-3.21%"
"09/22/2023","43,600.0","44,000.0","44,100.0","43,000.0","880.90K","-1.69%"
"09/21/2023","44,350.0","44,600.0","44,800.0","44,350.0","300.60K","-0.56%"
"09/20/2023","44,600.0","44,150.0","44,800.0","43,950.0","309.70K","1.25%"
"09/19/2023","44,050.0","44,850.0","44,900.0","43,750.0","1.74M","-1.67%"
"09/18/2023","44,800.0","44,900.0","45,200.0","44,500.0","541.80K","-0.22%"
"09/15/2023","44,900.0","45,200.0","45,500.0","44,900.0","600.50K","-0.66%"
"09/14/2023","45,200.0","45,550.0","45,600.0","44,850.0","670.40K","-0.77%"
"09/13/2023","45,550.0","45,950.0","46,050.0","45,500.0","805.40K","-0.55%"
"09/12/2023","45,800.0","45,500.0","45,800.0","45,400.0","456.80K","0.66%"
"09/11/2023","45,500.0","45,700.0","46,400.0","45,500.0","921.00K","-0.33%"
"09/08/2023","45,650.0","45,750.0","46,000.0","45,550.0","437.90K","-0.22%"
"09/07/2023","45,750.0","45,800.0","46,000.0","45,500.0","1.01M","0.22%"
"09/06/2023","45,650.0","45,700.0","45,750.0","45,350.0","580.80K","0.44%"
"09/05/2023","45,450.0","45,300.0","45,900.0","45,300.0","731.70K","0.55%"
"08/31/2023","45,200.0","45,100.0","45,400.0","45,050.0","1.10M","0.33%"
"08/30/2023","45,050.0","45,000.0","45,200.0","44,850.0","453.40K","0.56%"
"08/29/2023","44,800.0","44,950.0","45,450.0","44,800.0","737.80K","-0.22%"
"08/28/2023","44,900.0","44,900.0","45,100.0","44,650.0","591.80K","0.00%"
"08/25/2023","44,900.0","45,500.0","45,500.0","44,850.0","540.70K","-1.10%"
"08/24/2023","45,400.0","45,050.0","45,500.0","45,050.0","361.10K","-0.22%"
"08/23/2023","45,500.0","45,500.0","45,600.0","44,950.0","455.60K","0.22%"
"08/22/2023","45,400.0","44,650.0","45,450.0","44,400.0","943.90K","1.79%"
"08/21/2023","44,600.0","44,200.0","45,050.0","43,950.0","1.03M","0.90%"
"08/18/2023","44,200.0","46,500.0","46,800.0","44,600.0","1.60M","-4.95%"
"08/17/2023","46,500.0","46,850.0","46,900.0","46,500.0","676.70K","-0.85%"
"08/16/2023","46,900.0","47,050.0","47,200.0","46,800.0","530.20K","-0.64%"
"08/15/2023","47,200.0","46,900.0","48,000.0","46,800.0","524.10K","0.64%"
"08/14/2023","46,900.0","46,950.0","47,200.0","46,650.0","597.70K","0.43%"
"08/11/2023","46,700.0","47,050.0","47,150.0","46,450.0","1.08M","-0.64%"
"08/10/2023","47,000.0","47,700.0","47,900.0","47,000.0","620.00K","-0.84%"
"08/09/2023","47,400.0","47,750.0","47,750.0","47,300.0","674.70K","-0.32%"
"08/08/2023","47,550.0","48,200.0","48,250.0","47,500.0","991.50K","-0.94%"
"08/07/2023","48,000.0","47,250.0","48,000.0","47,150.0","1.31M","1.91%"
"08/04/2023","47,100.0","47,500.0","47,550.0","47,050.0","1.06M","-0.42%"
"08/03/2023","47,300.0","47,850.0","48,000.0","47,200.0","861.80K","-1.15%"
"08/02/2023","47,850.0","47,300.0","48,150.0","46,900.0","1.14M","1.27%"
"08/01/2023","47,250.0","48,350.0","48,400.0","47,250.0","1.37M","-1.87%"
"07/31/2023","48,150.0","47,100.0","48,400.0","47,100.0","1.96M","3.22%"
"07/28/2023","46,650.0","46,400.0","46,850.0","46,350.0","666.90K","0.21%"
"07/27/2023","46,550.0","46,700.0","47,100.0","46,400.0","874.20K","-0.21%"
"07/26/2023","46,650.0","46,900.0","47,150.0","46,600.0","844.80K","-0.53%"
"07/25/2023","46,900.0","47,250.0","47,250.0","46,550.0","1.22M","-0.74%"
"07/24/2023","47,250.0","47,700.0","47,850.0","47,100.0","878.80K","-0.53%"
"07/21/2023","47,500.0","46,950.0","48,000.0","46,850.0","1.43M","1.50%"
"07/20/2023","46,800.0","46,700.0","47,000.0","46,550.0","574.50K","-0.21%"
"07/19/2023","46,900.0","47,050.0","47,200.0","46,750.0","789.80K","-0.32%"
"07/18/2023","47,050.0","47,300.0","47,800.0","47,000.0","776.30K","-0.53%"
"07/17/2023","47,300.0","47,000.0","47,300.0","46,450.0","977.00K","1.07%"
"07/14/2023","46,800.0","47,050.0","47,200.0","46,300.0","1.48M","-0.43%"
"07/13/2023","47,000.0","47,400.0","47,500.0","46,850.0","1.04M","0.32%"
"07/12/2023","46,850.0","45,600.0","47,400.0","45,550.0","1.97M","2.97%"
"07/11/2023","45,500.0","45,800.0","45,800.0","45,350.0","1.39M","-0.22%"
"07/10/2023","45,600.0","45,500.0","45,650.0","45,300.0","1.18M","0.77%"
"07/07/2023","45,250.0","45,250.0","45,350.0","44,800.0","678.80K","0.56%"
"07/06/2023","45,000.0","44,800.0","45,600.0","44,800.0","1.98M","0.45%"
"07/05/2023","44,800.0","45,050.0","45,100.0","44,800.0","533.50K","-0.55%"
"07/04/2023","45,050.0","44,600.0","45,050.0","44,450.0","878.00K","1.24%"
"07/03/2023","44,500.0","44,400.0","44,700.0","44,200.0","498.30K","0.91%"
"06/30/2023","44,100.0","44,400.0","44,400.0","44,050.0","788.10K","-0.45%"
"06/29/2023","44,300.0","45,250.0","45,250.0","44,300.0","1.11M","-1.88%"
"06/28/2023","45,150.0","45,150.0","45,800.0","45,050.0","721.80K","-0.33%"
"06/27/2023","45,300.0","45,600.0","45,950.0","45,200.0","1.28M","0.11%"
"06/26/2023","45,250.0","45,300.0","45,550.0","44,600.0","1.30M","0.33%"
"06/23/2023","45,100.0","44,300.0","45,100.0","44,250.0","1.82M","2.15%"
"06/22/2023","44,150.0","44,450.0","44,450.0","43,900.0","1.12M","0.00%"
"06/21/2023","44,150.0","44,050.0","44,200.0","43,650.0","661.50K","0.34%"
"06/20/2023","44,000.0","43,700.0","44,000.0","43,500.0","644.20K","0.69%"
"06/19/2023","43,700.0","44,000.0","44,200.0","43,650.0","717.40K","-0.79%"
"06/16/2023","44,050.0","44,650.0","45,050.0","44,050.0","978.60K","-0.79%"
"06/15/2023","44,400.0","44,750.0","44,850.0","44,150.0","855.60K","-0.45%"
"06/14/2023","44,600.0","45,050.0","45,500.0","44,500.0","885.50K","-0.89%"
"06/13/2023","45,000.0","44,900.0","45,700.0","44,800.0","1.77M","1.12%"
"06/12/2023","44,500.0","43,700.0","44,500.0","43,700.0","926.00K","1.60%"
"06/09/2023","43,800.0","44,000.0","44,150.0","43,650.0","687.40K","-0.68%"
"06/08/2023","44,100.0","44,700.0","45,000.0","44,100.0","840.20K","-1.23%"
"06/07/2023","44,650.0","45,000.0","45,150.0","44,500.0","592.80K","-0.67%"
"06/06/2023","44,950.0","44,550.0","45,200.0","44,550.0","1.20M","1.01%"
"06/05/2023","44,500.0","44,700.0","45,050.0","44,450.0","950.50K","0.91%"
"06/02/2023","44,100.0","43,900.0","44,300.0","43,900.0","1.09M","1.03%"
"06/01/2023","43,650.0","43,500.0","43,900.0","43,400.0","431.90K","0.34%"
"05/31/2023","43,500.0","43,800.0","43,950.0","43,500.0","674.40K","-0.68%"
"05/30/2023","43,800.0","44,100.0","44,400.0","43,700.0","570.80K","-0.34%"
"05/29/2023","43,950.0","43,850.0","44,150.0","43,500.0","552.20K","0.92%"
"05/26/2023","43,550.0","44,000.0","44,500.0","43,500.0","974.30K","-1.25%"
"05/25/2023","44,100.0","44,400.0","44,650.0","44,000.0","383.50K","-0.79%"
"05/24/2023","44,450.0","44,800.0","45,150.0","44,450.0","479.80K","-0.34%"
"05/23/2023","44,600.0","43,800.0","44,600.0","43,800.0","830.10K","1.83%"
"05/22/2023","43,800.0","44,300.0","44,500.0","43,800.0","1.04M","-1.13%"
"05/19/2023","44,300.0","44,950.0","45,400.0","44,300.0","640.10K","-1.12%"
"05/18/2023","44,800.0","45,200.0","45,300.0","44,800.0","625.80K","-0.55%"
"05/17/2023","45,050.0","45,300.0","45,400.0","45,050.0","332.10K","-0.55%"
"05/16/2023","45,300.0","45,500.0","45,950.0","45,200.0","277.60K","-0.44%"
"05/15/2023","45,500.0","46,000.0","46,450.0","45,450.0","600.10K","-1.09%"
"05/12/2023","46,000.0","45,750.0","46,000.0","45,050.0","627.50K","0.66%"
"05/11/2023","45,700.0","46,000.0","46,250.0","45,600.0","469.20K","-0.54%"
"05/10/2023","45,950.0","46,250.0","46,250.0","45,800.0","319.80K","-0.11%"
"05/09/2023","46,000.0","46,350.0","46,350.0","45,950.0","224.10K","0.00%"
"05/08/2023","46,000.0","45,900.0","46,250.0","45,800.0","298.00K","0.22%"
"05/05/2023","45,900.0","45,250.0","46,250.0","45,250.0","309.10K","1.44%"
"05/04/2023","45,250.0","44,900.0","45,750.0","44,900.0","297.70K","0.78%"
"04/28/2023","44,900.0","44,900.0","45,450.0","44,850.0","267.60K","0.11%"
"04/27/2023","44,850.0","45,900.0","46,250.0","44,850.0","556.40K","-2.18%"
"04/26/2023","45,850.0","45,600.0","45,900.0","45,000.0","362.80K","0.55%"
"04/25/2023","45,600.0","46,400.0","46,500.0","45,600.0","277.30K","-1.72%"
"04/24/2023","46,400.0","46,900.0","46,900.0","46,350.0","146.10K","-0.96%"
"04/21/2023","46,850.0","47,300.0","47,300.0","46,450.0","236.50K","-0.32%"
"04/20/2023","47,000.0","46,400.0","47,350.0","46,400.0","220.50K","1.84%"
"04/19/2023","46,150.0","47,100.0","47,100.0","46,150.0","365.60K","-1.81%"
"04/18/2023","47,000.0","48,000.0","48,000.0","46,900.0","235.00K","-0.42%"
"04/17/2023","47,200.0","48,100.0","48,150.0","47,200.0","439.60K","-1.67%"
"04/14/2023","48,000.0","48,500.0","48,550.0","48,000.0","358.60K","-0.83%"
"04/13/2023","48,400.0","48,500.0","48,600.0","48,400.0","222.00K","-0.21%"
"04/12/2023","48,500.0","49,250.0","49,250.0","48,500.0","260.60K","-1.32%"
"04/11/2023","49,150.0","48,700.0","49,150.0","48,550.0","155.60K","0.51%"
"04/10/2023","48,900.0","48,650.0","49,000.0","48,450.0","225.70K","0.82%"
"04/07/2023","48,500.0","48,500.0","48,650.0","48,350.0","192.80K","0.00%"
"04/06/2023","48,500.0","49,400.0","49,400.0","48,500.0","239.00K","-1.12%"
"04/05/2023","49,050.0","49,200.0","49,300.0","48,800.0","182.50K","-0.30%"
"04/04/2023","49,200.0","49,300.0","49,300.0","48,750.0","174.80K","0.41%"
"04/03/2023","49,000.0","48,600.0","49,000.0","48,600.0","275.50K","1.14%"
"03/31/2023","48,450.0","48,500.0","48,650.0","48,400.0","144.10K","0.00%"
"03/30/2023","48,450.0","48,300.0","48,600.0","48,300.0","114.20K","0.31%"
"03/29/2023","48,300.0","48,700.0","48,700.0","48,150.0","193.80K","-0.41%"
"03/28/2023","48,500.0","48,500.0","49,000.0","48,500.0","175.60K","0.00%"
"03/27/2023","48,500.0","48,500.0","48,700.0","48,250.0","278.10K","0.00%"
"03/24/2023","48,500.0","48,900.0","49,000.0","48,000.0","296.60K","-0.82%"
"03/23/2023","48,900.0","48,800.0","49,000.0","48,500.0","199.40K","-0.20%"
"03/22/2023","49,000.0","49,350.0","49,350.0","48,750.0","193.40K","0.00%"
"03/21/2023","49,000.0","49,050.0","49,400.0","48,700.0","211.80K","0.00%"
"03/20/2023","49,000.0","50,000.0","50,000.0","48,900.0","323.90K","-2.00%"
"03/17/2023","50,000.0","49,000.0","50,000.0","48,450.0","844.70K","2.88%"
"03/16/2023","48,600.0","49,250.0","49,300.0","48,500.0","117.40K","-1.42%"
"03/15/2023","49,300.0","49,500.0","49,500.0","48,800.0","338.90K","1.23%"
"03/14/2023","48,700.0","49,300.0","49,400.0","48,700.0","160.20K","-1.62%"
"03/13/2023","49,500.0","49,000.0","49,700.0","48,400.0","489.10K","0.61%"
"03/10/2023","49,200.0","49,200.0","49,200.0","48,600.0","112.40K","-0.51%"
"03/09/2023","49,450.0","49,100.0","49,500.0","48,750.0","222.50K","0.92%"
"03/08/2023","49,000.0","48,300.0","49,000.0","48,150.0","155.60K","1.45%"
"03/07/2023","48,300.0","48,250.0","49,000.0","48,150.0","185.90K","0.63%"
"03/06/2023","48,000.0","48,650.0","48,900.0","48,000.0","180.30K","-0.93%"
"03/03/2023","48,450.0","49,450.0","49,500.0","48,450.0","176.00K","-1.12%"
"03/02/2023","49,000.0","49,450.0","49,450.0","49,000.0","122.20K","-0.91%"
"03/01/2023","49,450.0","48,550.0","49,500.0","48,200.0","243.70K","1.96%"
"02/28/2023","48,500.0","48,250.0","49,000.0","48,200.0","163.90K","0.62%"
"02/27/2023","48,200.0","48,850.0","48,850.0","48,100.0","392.90K","-1.43%"
"02/24/2023","48,900.0","49,800.0","49,800.0","48,900.0","240.20K","-1.41%"
"02/23/2023","49,600.0","50,000.0","50,000.0","49,000.0","463.70K","-0.80%"
"02/22/2023","50,000.0","50,000.0","51,200.0","50,000.0","445.90K","-0.99%"
"02/21/2023","50,500.0","51,400.0","51,400.0","50,400.0","375.40K","-1.37%"
"02/20/2023","51,200.0","51,000.0","51,200.0","50,500.0","569.40K","1.59%"
"02/17/2023","50,400.0","50,100.0","51,200.0","49,950.0","761.50K","0.60%"
"02/16/2023","50,100.0","49,600.0","50,400.0","49,300.0","402.60K","1.42%"
"02/15/2023","49,400.0","49,100.0","49,750.0","49,000.0","162.10K","0.61%"
"02/14/2023","49,100.0","49,200.0","49,400.0","48,800.0","181.30K","1.24%"
"02/13/2023","48,500.0","49,800.0","49,800.0","48,500.0","359.40K","-2.61%"
"02/10/2023","49,800.0","49,600.0","50,200.0","49,050.0","560.40K","0.91%"
"02/09/2023","49,350.0","49,500.0","50,000.0","49,250.0","153.20K","0.20%"
"02/08/2023","49,250.0","49,250.0","50,100.0","49,100.0","481.30K","0.10%"
"02/07/2023","49,200.0","50,400.0","50,900.0","49,200.0","466.70K","-2.77%"
"02/06/2023","50,600.0","49,750.0","50,600.0","49,200.0","593.70K","1.81%"
